lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0169	876.0	565.0	2351.0	1547.0	576.0	3040.0	3483.0	3025.0	869.0	5410.0	2518.0	3074.0	1703.0	2757.0	607.0	1435.0	1504.0	651.0	1354.0	1329.0	3643.0	915.0	5141.0	3355.0	725.0	5305.0	7231.0	4920.0	3843.0	2978.0	239.0	451.0	491.0	2225.0	80126.9	1107565.0	1332878.998056
sub-0170	1032.0	535.0	2148.0	1212.0	339.0	2695.0	5068.0	3513.0	970.0	4380.0	2605.0	2605.0	1552.0	3673.0	558.0	1267.0	1637.0	719.0	1389.0	1018.0	4121.0	1219.0	5109.0	3431.0	702.0	6040.0	7700.0	5499.0	3471.0	3747.0	279.0	397.0	379.0	2312.0	83305.8	1053415.0	1088755.12353
sub-0171	838.0	379.0	1963.0	1232.0	456.0	2615.0	4242.0	2872.0	931.0	4132.0	2536.0	2840.0	1845.0	2678.0	593.0	1416.0	1484.0	607.0	1253.0	1190.0	3639.0	938.0	3663.0	3556.0	507.0	5215.0	6430.0	4819.0	3290.0	3027.0	257.0	459.0	331.0	2178.0	74400.9	1029824.0	1126175.098684
sub-0172	768.0	536.0	2450.0	1686.0	387.0	2688.0	3797.0	2813.0	949.0	4683.0	2531.0	2774.0	1878.0	2798.0	567.0	1165.0	1331.0	647.0	1154.0	1552.0	3860.0	1070.0	4968.0	3775.0	773.0	5431.0	7510.0	4953.0	3710.0	3923.0	242.0	431.0	513.0	2275.0	80497.6	1106757.0	1180936.690315
sub-0173	1008.0	565.0	2005.0	1633.0	444.0	3184.0	4514.0	3194.0	817.0	5351.0	2974.0	3022.0	1888.0	3122.0	580.0	1261.0	1678.0	726.0	1203.0	1456.0	3709.0	1039.0	4801.0	4350.0	799.0	5468.0	6873.0	6200.0	4295.0	4722.0	283.0	476.0	585.0	2381.0	86602.2	1183561.0	1364461.961894
sub-0174	1143.0	478.0	2433.0	1416.0	472.0	2909.0	4351.0	3198.0	878.0	4343.0	2566.0	3137.0	1803.0	3245.0	584.0	1316.0	1987.0	664.0	1554.0	1252.0	3534.0	1147.0	4217.0	3466.0	574.0	5270.0	6597.0	5729.0	3890.0	4030.0	248.0	433.0	488.0	2197.0	81537.6	1108649.0	1250543.228796
sub-0175	957.0	631.0	2521.0	1642.0	391.0	3002.0	4373.0	3300.0	1111.0	6147.0	2130.0	3024.0	1856.0	2859.0	703.0	1288.0	1588.0	599.0	1085.0	1407.0	3951.0	1182.0	5212.0	3234.0	670.0	5695.0	7882.0	4662.0	4098.0	4557.0	280.0	486.0	515.0	2210.0	85235.5	1203609.0	1397912.491468
sub-0176	1035.0	543.0	2178.0	1359.0	636.0	3193.0	4972.0	3693.0	871.0	5859.0	2517.0	2758.0	1863.0	3487.0	726.0	1422.0	1758.0	734.0	1461.0	1025.0	3840.0	1190.0	4396.0	3945.0	899.0	6301.0	7168.0	5333.0	3990.0	3660.0	323.0	478.0	404.0	2165.0	86178.8	1161984.0	1515596.878423
sub-0177	1143.0	532.0	2653.0	1455.0	379.0	3412.0	5156.0	3625.0	1490.0	5344.0	2943.0	3489.0	1824.0	3780.0	830.0	1359.0	1502.0	775.0	1359.0	1574.0	4171.0	1111.0	5235.0	3994.0	783.0	7077.0	7648.0	6004.0	4600.0	5911.0	258.0	547.0	439.0	2620.0	95008.2	1336472.0	1462053.042068
sub-0178	931.0	533.0	1849.0	1419.0	529.0	3016.0	5086.0	3573.0	1098.0	5041.0	2772.0	2567.0	2057.0	3119.0	663.0	1281.0	1961.0	787.0	1478.0	1231.0	3589.0	1136.0	3975.0	4260.0	817.0	6506.0	7592.0	5965.0	4432.0	3905.0	260.0	528.0	473.0	2317.0	86739.0	1232195.0	1382342.680047
sub-0179	903.0	541.0	2320.0	1461.0	467.0	2658.0	4292.0	2684.0	773.0	4781.0	2425.0	2914.0	1767.0	2758.0	547.0	1464.0	1287.0	670.0	1039.0	1283.0	3883.0	936.0	4763.0	3668.0	628.0	5096.0	7406.0	4739.0	3356.0	2997.0	244.0	457.0	416.0	2135.0	77745.1	1018270.0	1122713.412136
sub-0180	1089.0	656.0	2934.0	1598.0	484.0	2981.0	4411.0	3492.0	738.0	5119.0	2635.0	2739.0	2074.0	3380.0	558.0	1293.0	1787.0	670.0	1155.0	1390.0	3490.0	1044.0	5801.0	3090.0	914.0	5474.0	7996.0	4003.0	4034.0	3213.0	267.0	502.0	441.0	2135.0	83587.0	1182803.0	1344093.40582
sub-0181	1074.0	492.0	1709.0	1615.0	415.0	3389.0	5191.0	3353.0	911.0	5455.0	2394.0	2879.0	1660.0	3367.0	618.0	1382.0	1521.0	767.0	1556.0	1411.0	3882.0	1042.0	4272.0	3683.0	714.0	5367.0	7200.0	4521.0	4249.0	3554.0	270.0	470.0	430.0	2198.0	83011.1	1114971.0	1208157.976809
sub-0182	1095.0	841.0	2582.0	1790.0	540.0	3337.0	4409.0	3980.0	1018.0	6176.0	3104.0	3170.0	2099.0	3882.0	780.0	1459.0	2043.0	970.0	1820.0	1509.0	3846.0	1340.0	4917.0	4149.0	879.0	6744.0	8041.0	4749.0	3957.0	4196.0	307.0	472.0	453.0	2561.0	93215.6	1218886.0	1707703.489784
sub-0183	1058.0	563.0	2293.0	1729.0	406.0	3085.0	4612.0	2547.0	1096.0	5093.0	2358.0	3563.0	1764.0	2738.0	636.0	1347.0	1948.0	749.0	1445.0	1600.0	4302.0	1191.0	4565.0	4164.0	910.0	5984.0	8430.0	5593.0	3744.0	4217.0	283.0	427.0	562.0	2356.0	87357.7	1222139.0	1389022.790286
sub-0184	843.0	664.0	2352.0	1491.0	545.0	3044.0	5253.0	3514.0	1156.0	4657.0	2487.0	2405.0	1726.0	3072.0	607.0	1282.0	1645.0	690.0	1452.0	1076.0	4231.0	1089.0	5138.0	3961.0	765.0	5325.0	7773.0	5445.0	3674.0	3436.0	310.0	463.0	461.0	2352.0	84386.1	1119673.0	1421105.874308
sub-0185	824.0	510.0	2141.0	1655.0	451.0	2755.0	4225.0	3115.0	928.0	4967.0	2345.0	3009.0	1793.0	3154.0	546.0	1274.0	1438.0	548.0	1191.0	1671.0	4073.0	1198.0	4473.0	3722.0	630.0	4931.0	6753.0	5329.0	3899.0	4217.0	260.0	437.0	422.0	2060.0	80930.3	1031360.0	1164638.993604
sub-0186	1015.0	460.0	2316.0	1266.0	481.0	2941.0	4108.0	3569.0	855.0	4850.0	2453.0	2776.0	1651.0	3604.0	696.0	1157.0	1399.0	688.0	1070.0	1049.0	3913.0	868.0	4877.0	3704.0	785.0	5753.0	7090.0	5224.0	4057.0	3696.0	248.0	473.0	522.0	2372.0	81970.4	1131354.0	1182270.431873
sub-0187	827.0	490.0	2394.0	1203.0	427.0	2908.0	4205.0	2725.0	892.0	4447.0	2500.0	2525.0	1411.0	2147.0	525.0	1235.0	1592.0	707.0	1454.0	1132.0	3658.0	1150.0	4760.0	3419.0	580.0	5206.0	7664.0	4647.0	3662.0	3299.0	230.0	487.0	422.0	1945.0	76870.1	978911.0	1000616.99038
sub-0188	1022.0	605.0	2204.0	1336.0	534.0	3166.0	5068.0	3576.0	957.0	5062.0	2498.0	2364.0	1864.0	3496.0	723.0	1475.0	1392.0	698.0	1136.0	961.0	4319.0	1264.0	4694.0	3620.0	686.0	5923.0	7794.0	5535.0	4219.0	5298.0	288.0	522.0	448.0	2368.0	87085.8	1171115.0	1671464.758941
sub-0189	976.0	598.0	1973.0	1353.0	655.0	3853.0	4304.0	3313.0	983.0	4730.0	2988.0	3208.0	1876.0	2997.0	776.0	1395.0	2079.0	783.0	1527.0	1288.0	3609.0	1132.0	4778.0	4150.0	586.0	5254.0	7127.0	5793.0	4275.0	4969.0	261.0	518.0	396.0	2372.0	86871.9	1193360.0	1408474.652249
sub-0190	965.0	502.0	2272.0	1059.0	456.0	2600.0	4484.0	3193.0	998.0	4322.0	2357.0	2427.0	1604.0	3037.0	560.0	1371.0	1348.0	662.0	1228.0	1033.0	3734.0	1200.0	4493.0	3615.0	727.0	5312.0	7618.0	4859.0	4061.0	4003.0	235.0	445.0	438.0	2192.0	79408.0	1070956.0	1109211.719412
sub-0191	1003.0	605.0	1968.0	1240.0	537.0	3116.0	4814.0	3267.0	1000.0	5154.0	2148.0	2799.0	1588.0	3203.0	724.0	1139.0	1789.0	638.0	1515.0	1181.0	4283.0	1175.0	4791.0	3629.0	605.0	5494.0	6763.0	5264.0	3234.0	3630.0	281.0	406.0	374.0	2259.0	81526.5	1089870.0	1177626.199735
sub-0192	1158.0	390.0	2411.0	1136.0	453.0	3451.0	4661.0	2902.0	871.0	5216.0	2464.0	2844.0	1756.0	3126.0	642.0	1205.0	1403.0	589.0	1357.0	1029.0	4012.0	1024.0	4500.0	3544.0	634.0	4788.0	7049.0	4697.0	4410.0	4463.0	254.0	522.0	447.0	2220.0	81618.1	1091124.0	1124688.764518
sub-0193	1185.0	672.0	2701.0	1599.0	593.0	3266.0	4615.0	3614.0	1094.0	4981.0	2408.0	3345.0	2017.0	3335.0	711.0	1369.0	1837.0	659.0	1262.0	1599.0	4423.0	1294.0	4654.0	3935.0	710.0	5496.0	6839.0	5837.0	4099.0	4672.0	253.0	521.0	441.0	2285.0	88307.8	1200612.0	1497110.433836
sub-0194	1062.0	668.0	2335.0	1269.0	274.0	2401.0	4666.0	3107.0	960.0	4574.0	2194.0	2374.0	1611.0	3281.0	519.0	1194.0	1474.0	679.0	1126.0	1062.0	3640.0	1100.0	4397.0	3598.0	736.0	5573.0	5640.0	5055.0	3654.0	3690.0	253.0	371.0	368.0	1991.0	76892.9	1023368.0	1084886.607425
sub-0195	1279.0	474.0	2615.0	1452.0	530.0	3254.0	4777.0	4028.0	978.0	4853.0	2704.0	3311.0	1979.0	3465.0	745.0	1295.0	1511.0	770.0	1430.0	1169.0	4039.0	1221.0	5151.0	4097.0	725.0	6439.0	7648.0	6270.0	3846.0	4646.0	289.0	483.0	393.0	2392.0	90249.3	1241762.0	1538419.454402
sub-0196	799.0	635.0	2721.0	1766.0	423.0	2872.0	4444.0	2829.0	973.0	5697.0	2955.0	3060.0	2171.0	3593.0	604.0	1421.0	1585.0	830.0	1360.0	1541.0	5021.0	1050.0	4927.0	4288.0	961.0	7461.0	7845.0	6346.0	4528.0	3763.0	301.0	392.0	520.0	2272.0	91947.4	1228295.0	1668423.982499
sub-0197	952.0	538.0	2121.0	1340.0	443.0	2986.0	3801.0	3002.0	964.0	5041.0	2432.0	3413.0	1674.0	2899.0	593.0	1205.0	1617.0	646.0	1139.0	1422.0	3572.0	1073.0	4162.0	3159.0	872.0	5224.0	6991.0	4078.0	3920.0	3972.0	233.0	421.0	452.0	1992.0	78337.5	1044056.0	1258306.734204
sub-0198	1145.0	738.0	2819.0	1843.0	496.0	3389.0	5860.0	4555.0	1258.0	6079.0	2924.0	3475.0	2186.0	3945.0	670.0	1549.0	1515.0	944.0	1462.0	1884.0	5048.0	1330.0	5327.0	4251.0	986.0	7910.0	9267.0	6519.0	4602.0	4641.0	287.0	601.0	563.0	2485.0	102456.0	1365519.0	1458897.139023
sub-0199	1122.0	487.0	1886.0	1381.0	521.0	3063.0	4956.0	3407.0	891.0	5137.0	2449.0	2678.0	1691.0	3298.0	572.0	1244.0	1442.0	631.0	1325.0	1260.0	3484.0	1092.0	3975.0	3309.0	827.0	4675.0	6420.0	4027.0	3976.0	3525.0	188.0	440.0	393.0	1970.0	77733.3	1103141.0	1194569.533889
sub-0200	1066.0	557.0	2800.0	1573.0	526.0	3131.0	3935.0	3339.0	1046.0	5533.0	2597.0	2793.0	1856.0	3182.0	686.0	1326.0	1441.0	673.0	1150.0	1225.0	4154.0	1279.0	5086.0	3461.0	689.0	5468.0	7136.0	5789.0	3786.0	4590.0	234.0	476.0	469.0	2110.0	85053.6	1129728.0	1339088.964463
sub-0201	1061.0	576.0	2581.0	1268.0	488.0	3581.0	4623.0	3785.0	1137.0	5888.0	2745.0	3529.0	2000.0	3764.0	606.0	1399.0	1888.0	766.0	1642.0	1486.0	3805.0	1120.0	5047.0	3595.0	777.0	6010.0	8164.0	6116.0	3985.0	3761.0	286.0	417.0	403.0	2164.0	90457.8	1251487.0	1453753.118797
sub-0202	1111.0	582.0	2132.0	1490.0	382.0	2531.0	4451.0	3467.0	882.0	4857.0	2612.0	3138.0	1936.0	3171.0	573.0	1359.0	1464.0	649.0	1042.0	1384.0	4114.0	1084.0	4875.0	3731.0	873.0	5052.0	6356.0	6207.0	3701.0	3523.0	277.0	509.0	408.0	2157.0	82080.6	1067239.0	1192080.919068
sub-0203	1308.0	561.0	2274.0	1515.0	412.0	3655.0	5264.0	4025.0	1035.0	6343.0	2794.0	3006.0	2034.0	3688.0	634.0	1375.0	1694.0	824.0	1331.0	1290.0	3920.0	1297.0	5172.0	3977.0	674.0	6784.0	7292.0	5019.0	4521.0	4101.0	250.0	485.0	603.0	2343.0	91492.3	1238455.0	1667863.760176
sub-0204	820.0	568.0	1898.0	1334.0	387.0	2377.0	4155.0	2955.0	946.0	4578.0	2611.0	2685.0	1649.0	2904.0	552.0	1302.0	1678.0	627.0	1496.0	1124.0	3548.0	1065.0	4557.0	3244.0	729.0	4912.0	6764.0	4434.0	3581.0	3108.0	257.0	493.0	401.0	2201.0	75937.9	1033163.0	992735.380142
sub-0205	1090.0	704.0	2366.0	1377.0	496.0	3122.0	4951.0	3297.0	934.0	5326.0	2597.0	2833.0	2107.0	3256.0	588.0	1625.0	1795.0	663.0	1310.0	1226.0	4298.0	1343.0	4966.0	3977.0	979.0	5693.0	7912.0	5107.0	3754.0	3872.0	263.0	431.0	433.0	2250.0	86937.1	1160996.0	1563914.777924
sub-0206	1094.0	823.0	2414.0	1478.0	513.0	3097.0	4505.0	3226.0	952.0	5177.0	2474.0	3167.0	2039.0	3260.0	554.0	1498.0	1247.0	717.0	1055.0	1299.0	5003.0	1053.0	4723.0	4081.0	955.0	5011.0	7597.0	6106.0	3553.0	4470.0	299.0	486.0	436.0	1962.0	86316.3	1150456.0	1339237.223034
sub-0207	1114.0	645.0	2317.0	1446.0	429.0	3219.0	5296.0	3351.0	1151.0	6309.0	2752.0	3201.0	1766.0	3367.0	710.0	1387.0	1749.0	785.0	1347.0	1235.0	4943.0	1312.0	4791.0	4186.0	1132.0	6699.0	7943.0	5451.0	4002.0	5427.0	231.0	492.0	486.0	2507.0	93153.0	1259833.0	1649140.369493
sub-0208	896.0	605.0	2005.0	1566.0	390.0	2754.0	3820.0	2863.0	972.0	4703.0	2375.0	2819.0	1729.0	2902.0	719.0	1208.0	1678.0	570.0	1363.0	1206.0	4456.0	1196.0	4675.0	3648.0	580.0	5508.0	6867.0	5506.0	4242.0	3976.0	301.0	412.0	464.0	2133.0	81096.8	1075334.0	1060995.521317
sub-0209	1141.0	624.0	2596.0	1919.0	351.0	3470.0	5456.0	4315.0	1126.0	5531.0	3223.0	3398.0	2058.0	4005.0	685.0	1555.0	2015.0	769.0	1442.0	1525.0	4655.0	1426.0	6035.0	4840.0	849.0	6623.0	8867.0	6205.0	4906.0	4759.0	270.0	474.0	501.0	2651.0	100262.0	1385722.0	1848661.061498
sub-0210	1002.0	557.0	2193.0	1401.0	250.0	2670.0	4490.0	2730.0	992.0	4803.0	2185.0	2772.0	1617.0	2938.0	626.0	1248.0	1677.0	645.0	1334.0	1226.0	3617.0	1214.0	4610.0	3633.0	601.0	4460.0	6506.0	5525.0	3258.0	3359.0	274.0	386.0	386.0	2174.0	77355.7	1040520.0	1342570.105113
sub-0211	753.0	600.0	1711.0	1484.0	418.0	2951.0	4386.0	3060.0	888.0	5401.0	2368.0	3250.0	1537.0	2819.0	637.0	1315.0	1478.0	671.0	1349.0	1550.0	3635.0	1056.0	4487.0	3410.0	805.0	5917.0	7404.0	5060.0	3530.0	3345.0	259.0	434.0	424.0	2438.0	80827.8	1064667.0	1395877.819049
sub-0212	1024.0	674.0	2796.0	1739.0	433.0	3852.0	4042.0	3438.0	897.0	5549.0	3002.0	3292.0	1859.0	3270.0	850.0	1430.0	2051.0	836.0	1874.0	1646.0	4192.0	1170.0	4917.0	3410.0	1090.0	7023.0	7539.0	5465.0	4431.0	3253.0	318.0	521.0	595.0	2170.0	90644.4	1272058.0	1690078.280264
sub-0213	924.0	1137.0	2975.0	2090.0	458.0	3647.0	4340.0	3771.0	1268.0	5803.0	3206.0	4036.0	2354.0	3287.0	747.0	1430.0	1686.0	806.0	1671.0	2034.0	4741.0	1242.0	5799.0	4807.0	1362.0	7315.0	9626.0	6725.0	4424.0	5021.0	281.0	498.0	629.0	2448.0	102586.0	1374934.0	1803991.743275
sub-0214	1229.0	596.0	2688.0	1536.0	564.0	4413.0	5042.0	3596.0	1443.0	6167.0	3008.0	3647.0	2436.0	3491.0	795.0	1645.0	1810.0	936.0	1431.0	1896.0	5035.0	1252.0	5984.0	4490.0	1098.0	6804.0	8626.0	5573.0	4513.0	5045.0	259.0	476.0	494.0	2439.0	100449.0	1318561.0	1509055.969452
sub-0215	849.0	1071.0	3294.0	1732.0	347.0	3492.0	5593.0	3669.0	1205.0	6554.0	2993.0	3095.0	2481.0	3179.0	704.0	1270.0	1691.0	724.0	1469.0	1505.0	4287.0	1640.0	4394.0	3835.0	1099.0	6867.0	7581.0	6352.0	3902.0	4464.0	294.0	458.0	511.0	2299.0	94896.5	1269350.0	1209103.356156
sub-0216	826.0	659.0	2426.0	1573.0	542.0	3844.0	4784.0	3258.0	1072.0	6274.0	2729.0	3375.0	2172.0	2828.0	709.0	1426.0	1562.0	876.0	1709.0	1467.0	3505.0	1240.0	4816.0	4450.0	779.0	6133.0	7866.0	6788.0	3743.0	4029.0	288.0	510.0	478.0	2278.0	91001.2	1125366.0	1541804.522307
sub-0217	902.0	644.0	2570.0	1333.0	581.0	3857.0	4232.0	3910.0	962.0	5563.0	2909.0	2565.0	1873.0	3393.0	759.0	1445.0	1645.0	719.0	1624.0	1268.0	4236.0	1322.0	5243.0	3919.0	945.0	5762.0	8578.0	5788.0	4317.0	4162.0	257.0	490.0	510.0	2367.0	90644.9	1227799.0	1606021.742306
sub-0218	862.0	678.0	1981.0	1253.0	404.0	2991.0	3895.0	3008.0	1032.0	3861.0	2812.0	2506.0	1763.0	2989.0	640.0	1343.0	1690.0	666.0	1489.0	999.0	4227.0	1274.0	5169.0	4154.0	816.0	5673.0	8588.0	5515.0	4064.0	4464.0	234.0	460.0	448.0	2014.0	83951.1	1104093.0	1196955.80607
sub-0219	954.0	502.0	2377.0	1649.0	436.0	2978.0	4657.0	3253.0	983.0	4992.0	2356.0	2842.0	1824.0	3151.0	636.0	1319.0	1856.0	581.0	1398.0	1497.0	3916.0	981.0	4364.0	2921.0	545.0	5242.0	7842.0	5127.0	4163.0	3833.0	263.0	531.0	522.0	2377.0	82849.6	1141454.0	1215124.082662
sub-0220	962.0	653.0	2101.0	1488.0	386.0	2659.0	5023.0	3391.0	947.0	4464.0	2726.0	2675.0	1791.0	2986.0	691.0	1255.0	1304.0	665.0	1151.0	1182.0	4268.0	1009.0	4278.0	4266.0	851.0	6200.0	7031.0	6110.0	3135.0	3577.0	262.0	476.0	358.0	1912.0	82229.7	1136076.0	1496029.90032
sub-0221	1051.0	428.0	2168.0	1522.0	579.0	3600.0	4795.0	3321.0	927.0	5484.0	2508.0	3520.0	1921.0	3371.0	759.0	1445.0	1441.0	746.0	1297.0	1621.0	4325.0	1068.0	4514.0	3776.0	715.0	5866.0	7783.0	5933.0	3826.0	3433.0	253.0	551.0	394.0	2206.0	87132.8	1205752.0	1309253.785275
sub-0222	905.0	643.0	2052.0	1413.0	525.0	3045.0	4481.0	3231.0	1015.0	4785.0	2160.0	3476.0	1659.0	3068.0	731.0	1246.0	1504.0	658.0	1147.0	1333.0	3896.0	1204.0	4570.0	3374.0	581.0	4737.0	6707.0	4539.0	3567.0	3048.0	286.0	487.0	396.0	2100.0	78568.6	1024683.0	1187630.051026
sub-0223	1171.0	563.0	2292.0	1354.0	402.0	2783.0	4756.0	3220.0	1089.0	5082.0	2923.0	2767.0	1900.0	3447.0	574.0	1240.0	1636.0	688.0	1049.0	942.0	4399.0	1074.0	4930.0	3789.0	764.0	5812.0	8174.0	4660.0	3982.0	3856.0	247.0	376.0	431.0	2201.0	84569.2	1080928.0	1210313.695283
sub-0224	945.0	612.0	3097.0	1543.0	525.0	3181.0	5300.0	3885.0	963.0	5573.0	2642.0	3148.0	1534.0	3254.0	577.0	1414.0	1346.0	722.0	1230.0	1493.0	4093.0	1364.0	5111.0	3958.0	761.0	6319.0	7468.0	5983.0	3643.0	3732.0	270.0	476.0	416.0	2058.0	88631.6	1140289.0	1302062.100708
sub-0225	1230.0	457.0	2270.0	1350.0	336.0	3050.0	4896.0	3151.0	1094.0	4729.0	2493.0	2559.0	1648.0	3490.0	607.0	1279.0	1657.0	631.0	1251.0	1121.0	3790.0	1036.0	4474.0	4033.0	746.0	5125.0	7645.0	5840.0	4718.0	5257.0	239.0	473.0	542.0	2163.0	85377.2	1080245.0	1395821.901545
sub-0226	984.0	534.0	2088.0	1360.0	435.0	2992.0	5302.0	3754.0	897.0	5242.0	2037.0	2872.0	1737.0	3150.0	696.0	1288.0	1865.0	725.0	1374.0	1067.0	3981.0	1181.0	4774.0	3853.0	879.0	5092.0	6867.0	5357.0	3607.0	3846.0	281.0	484.0	384.0	2437.0	83421.1	1257771.0	1583713.483139
